DAY,ID,DATA,Maincontract,Submaincontract
1月13日,RM,0.05227826965335021,RM505.CZC,RM509.CZC
1月13日,ME,0.3326519718254846,ME505.CZC,ME502.CZC
1月13日,EF,0.0,EF1509-S.CFE,EF1501-S.CFE
1月13日,BU,-0.30747282608695653,BU1506.SHF,BU1509.SHF
1月13日,OI,-0.03605804530951713,OI505.CZC,OI509.CZC
1月14日,PP,0.13398463688469636,PP1505.DCE,PP1509.DCE
1月14日,AF,0.0,AF1509-S.CFE,AF1506-S.CFE
1月14日,JM,-0.04037387312648636,JM1505.DCE,JM1509.DCE
1月14日,AG,0.04991710145470555,AG1506.SHF,AG1501.SHF
1月14日,CU,0.10963473531945837,CU1503.SHF,CU1504.SHF
1月14日,SR,-0.07132773358400803,SR505.CZC,SR509.CZC
1月14日,B,-0.05748144648516703,B1505.DCE,B1509.DCE
1月14日,J,-0.39074307304785894,J1505.DCE,J1501.DCE
1月14日,L,0.10787394225983075,L1505.DCE,L1509.DCE
1月14日,RI,-0.014272967390802022,RI505.CZC,RI509.CZC
1月14日,P,-0.029746187598203164,P1505.DCE,P1509.DCE
1月14日,ZN,0.01886285413070666,ZN1503.SHF,ZN1504.SHF
1月14日,RB,-0.01808730941166038,RB1505.SHF,RB1510.SHF
1月14日,PB,-0.029934390377255326,PB1503.SHF,PB1504.SHF
1月14日,TA,-0.07457271279818517,TA505.CZC,TA509.CZC
1月14日,JD,-0.23514626887340298,JD1505.DCE,JD1509.DCE
1月14日,V,0.03869331571951627,V1505.DCE,V1509.DCE
1月14日,I,0.0923489525351685,I1505.DCE,I1509.DCE
1月14日,M,0.0043719774214316725,M1505.DCE,M1509.DCE
1月14日,FG,0.030186672967863894,FG506.CZC,FG509.CZC
1月14日,A,0.05136152477443699,A1505.DCE,A1509.DCE
1月14日,BB,-0.034463223491643845,BB1502.DCE,BB1505.DCE
1月14日,FU,-0.2635809954627826,FU1503.SHF,FU1506.SHF
1月14日,CF,-0.08714736996767558,CF505.CZC,CF509.CZC
1月14日,WR,0.1817561461426385,WR1504.SHF,WR1502.SHF
1月14日,RU,0.062178086858929386,RU1505.SHF,RU1509.SHF
1月14日,FB,-0.28515625,FB1505.DCE,FB1501.DCE
1月14日,AU,0.012364498644986451,AU1506.SHF,AU1502.SHF
1月14日,C,0.0043719774214316725,M1505.DCE,M1509.DCE
1月14日,HC,-0.09918478260869565,HC1505.SHF,HC1501.SHF
1月14日,AL,-0.0557138495980462,AL1503.SHF,AL1504.SHF
1月14日,WH,-0.10551784816490699,WH501.CZC,WH505.CZC
1月14日,CS,-0.17213494198998927,CS1505.DCE,CS1509.DCE
1月14日,MA,-0.13941636109656017,MA506.CZC,MA509.CZC
1月14日,TC,-0.03136870692174152,TC505.CZC,TC509.CZC
1月14日,IM,-0.2505646285121953,IM_S1501.SHF,IM_S1503.SHF
1月14日,Y,-0.04682208463038347,Y1505.DCE,Y1509.DCE
1月14日,RM,0.05248410514697881,RM505.CZC,RM509.CZC
1月14日,ME,0.3071739228194602,ME505.CZC,ME502.CZC
1月14日,EF,0.012838099257852346,EF1509-S.CFE,EF1501-S.CFE
1月14日,BU,-0.33558761033017326,BU1506.SHF,BU1509.SHF
1月14日,OI,-0.042950363714163456,OI505.CZC,OI509.CZC
1月15日,PP,0.13488543976348855,PP1505.DCE,PP1509.DCE
1月15日,AF,-0.0489801395598497,AF1509-S.CFE,AF1506-S.CFE
1月15日,JM,-0.02826171118854046,JM1505.DCE,JM1509.DCE
1月15日,AG,-0.004726404972437013,AG1506.SHF,AG1501.SHF
1月15日,CU,0.05492503742188923,CU1503.SHF,CU1504.SHF
1月15日,SR,-0.07624688762428444,SR505.CZC,SR509.CZC
1月15日,B,-0.05029626567452115,B1505.DCE,B1509.DCE
1月15日,J,-0.31510416666666663,J1505.DCE,J1501.DCE
1月15日,L,0.1219512195121951,L1505.DCE,L1509.DCE
1月15日,RI,-0.014304240325488266,RI505.CZC,RI509.CZC
1月15日,P,-0.03315619748376255,P1505.DCE,P1509.DCE
1月15日,ZN,0.026024425272721714,ZN1503.SHF,ZN1504.SHF
1月15日,RB,-0.01131072737273495,RB1505.SHF,RB1510.SHF
1月15日,PB,-0.0048473419301717155,PB1503.SHF,PB1504.SHF
1月15日,TA,-0.07428141740051257,TA505.CZC,TA509.CZC
1月15日,JD,-0.24087326701610326,JD1505.DCE,JD1509.DCE
1月15日,V,0.026760838750672075,V1505.DCE,V1509.DCE
1月15日,I,0.11553711848593895,I1505.DCE,I1509.DCE
1月15日,M,0.007583920307987307,M1505.DCE,M1509.DCE
1月15日,FG,0.03876929613369211,FG506.CZC,FG509.CZC
1月15日,A,0.05374651890055237,A1505.DCE,A1509.DCE
1月15日,BB,-0.20677934094986308,BB1502.DCE,BB1505.DCE
1月15日,FU,-0.22717425690824314,FU1503.SHF,FU1506.SHF
1月15日,CF,-0.08338740187701614,CF505.CZC,CF509.CZC
1月15日,WR,0.1817561461426385,WR1504.SHF,WR1502.SHF
1月15日,RU,0.061172782301792294,RU1505.SHF,RU1509.SHF
1月15日,FB,-0.23763020833333331,FB1505.DCE,FB1501.DCE
1月15日,AU,0.012414965986394558,AU1506.SHF,AU1502.SHF
1月15日,C,0.007583920307987307,M1505.DCE,M1509.DCE
1月15日,HC,-0.16862573099415204,HC1505.SHF,HC1501.SHF
1月15日,AL,-0.059304345652472785,AL1503.SHF,AL1504.SHF
1月15日,WH,0.107017200938233,WH505.CZC,WH501.CZC
1月15日,CS,-0.16626304560917948,CS1505.DCE,CS1509.DCE
1月15日,MA,-0.12898907689012637,MA506.CZC,MA509.CZC
1月15日,TC,-0.02498930252460419,TC505.CZC,TC509.CZC
1月15日,IM,-0.01822604576841865,IM_S1501.SHF,IM_S1503.SHF
1月15日,Y,-0.046642188391845495,Y1505.DCE,Y1509.DCE
1月15日,RM,0.057580059946363775,RM505.CZC,RM509.CZC
1月15日,RS,-0.04518604980192416,RS507.CZC,RS509.CZC
